,Calculation1,School,City,County/State/ Territory,Count,Gender,Pivot Field Values
2134,EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,App,All,42
2135,EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,App,Male,8
2136,EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Adm,All,3
2137,EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,App,All,11
2138,EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Adm,Male,3
2139,EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,App,Male,8
2140,EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Adm,Female,5
2141,EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,App,Female,15
2142,EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Enr,All,4
2143,EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Adm,All,8
2144,EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,App,All,23
2145,EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,App,Male,6
2146,EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Adm,Female,4
2147,EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,App,Female,15
2148,EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Adm,All,4
2149,EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,App,All,21
2150,EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,App,Male,7
2151,EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,App,Female,12
2152,EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,App,All,19
2153,ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Adm,Male,5
2154,ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,App,Male,35
2155,ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Adm,Female,5
2156,ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,App,Female,46
2157,ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Enr,All,3
2158,ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Adm,All,10
2159,ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,App,All,81
2160,ELGIN PARK SECONDARY SCHOOL821102,ELGIN PARK SECONDARY SCHOOL,,,App,Male,7
2161,ELGIN PARK SECONDARY SCHOOL821102,ELGIN PARK SECONDARY SCHOOL,,,App,Female,6
2162,ELGIN PARK SECONDARY SCHOOL821102,ELGIN PARK SECONDARY SCHOOL,,,App,All,13
2163,ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,App,Male,8
2164,ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,App,Female,13
2165,ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,App,All,21
2166,ELKINS HIGH SCHOOL446782,ELKINS HIGH SCHOOL,Missouri City,TX,Adm,Male,3
2167,ELKINS HIGH SCHOOL446782,ELKINS HIGH SCHOOL,Missouri City,TX,App,Male,5
2168,ELKINS HIGH SCHOOL446782,ELKINS HIGH SCHOOL,Missouri City,TX,Adm,All,3
2169,ELKINS HIGH SCHOOL446782,ELKINS HIGH SCHOOL,Missouri City,TX,App,All,9
2170,EMIRATES INTERNATIONAL SCHOOL697024,EMIRATES INTERNATIONAL SCHOOL,,,App,Male,11
2171,EMIRATES INTERNATIONAL SCHOOL697024,EMIRATES INTERNATIONAL SCHOOL,,,App,All,15
2172,ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Adm,Male,4
2173,ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,App,Male,20
2174,ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Adm,Female,3
2175,ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,App,Female,19
2176,ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Enr,All,3
2177,ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Adm,All,7
2178,ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,App,All,39
2179,ENKA SCHOOLS696580,ENKA SCHOOLS,,,App,Male,6
2180,ENKA SCHOOLS696580,ENKA SCHOOLS,,,Adm,Female,3
2181,ENKA SCHOOLS696580,ENKA SCHOOLS,,,App,Female,7
2182,ENKA SCHOOLS696580,ENKA SCHOOLS,,,Enr,All,3
2183,ENKA SCHOOLS696580,ENKA SCHOOLS,,,Adm,All,4
2184,ENKA SCHOOLS696580,ENKA SCHOOLS,,,App,All,13
2185,ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,NC,App,Male,18
2186,ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,NC,Enr,Female,3
2187,ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,NC,Adm,Female,3
2188,ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,NC,App,Female,8
2189,ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,NC,Enr,All,3
2190,ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,NC,Adm,All,4
2191,ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,NC,App,All,28
2192,ENTERPRISE HIGH SCHOOL52580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,App,All,6
2193,ENVIRONMENTAL CHARTER HS51472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,App,Male,5
2194,ENVIRONMENTAL CHARTER HS51472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,App,Female,6
2195,ENVIRONMENTAL CHARTER HS51472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,App,All,11
2196,ENVISION ACAD ARTS/TECHNOLOGY54285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,App,Male,5
2197,ENVISION ACAD ARTS/TECHNOLOGY54285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,App,All,8
2198,EPISCOPAL HIGH SCHOOL470020,EPISCOPAL HIGH SCHOOL,Alexandria,VA,App,Male,8
2199,EPISCOPAL HIGH SCHOOL470020,EPISCOPAL HIGH SCHOOL,Alexandria,VA,App,Female,5
2200,EPISCOPAL HIGH SCHOOL470020,EPISCOPAL HIGH SCHOOL,Alexandria,VA,App,All,13
2201,ERIE HIGH SCHOOL60545,ERIE HIGH SCHOOL,Erie,CO,App,All,5
2202,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,Male,3
2203,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,App,Male,5
2204,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Enr,Female,4
2205,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,Female,5
2206,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,App,Female,16
2207,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Enr,All,4
2208,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,All,8
2209,ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,App,All,21
2210,ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,App,Male,11
2211,ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Enr,Female,3
2212,ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Adm,Female,4
2213,ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,App,Female,18
2214,ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Enr,All,4
2215,ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Adm,All,6
2216,ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,App,All,29
2217,ESCOLA AMERI DO RIO DE JANEIRO910450,ESCOLA AMERI DO RIO DE JANEIRO,,,Adm,All,3
2218,ESCOLA AMERI DO RIO DE JANEIRO910450,ESCOLA AMERI DO RIO DE JANEIRO,,,App,All,6
2219,ESCOLA GRADUADA DE SAO PAULO910650,ESCOLA GRADUADA DE SAO PAULO,,,App,Male,7
2220,ESCOLA GRADUADA DE SAO PAULO910650,ESCOLA GRADUADA DE SAO PAULO,,,App,Female,8
2221,ESCOLA GRADUADA DE SAO PAULO910650,ESCOLA GRADUADA DE SAO PAULO,,,App,All,16
2222,ESCOLA PAN AMERICANA DA BAHIA910580,ESCOLA PAN AMERICANA DA BAHIA,,,App,All,6
2223,ESCONDIDO CHARTER HIGH SCHOOL50871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,App,Female,6
2224,ESCONDIDO CHARTER HIGH SCHOOL50871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,App,All,8
2225,ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,App,Male,11
2226,ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,Adm,Female,3
2227,ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,App,Female,16
2228,ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,Adm,All,3
2229,ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,App,All,27
2230,ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Adm,Male,3
2231,ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,App,Male,14
2232,ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,App,Female,9
2233,ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Adm,All,4
2234,ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,App,All,23
2235,ESTANCIA HIGH SCHOOL50684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,App,Female,5
2236,ESTANCIA HIGH SCHOOL50684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,App,All,6
2237,ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Adm,Male,4
2238,ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,App,Male,25
2239,ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Adm,Female,3
2240,ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,App,Female,21
2241,ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Enr,All,3
2242,ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Adm,All,7
2243,ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,App,All,46
2244,EUNOIA JUNIOR COLLEGE687113,EUNOIA JUNIOR COLLEGE,,,App,Female,16
2245,EUNOIA JUNIOR COLLEGE687113,EUNOIA JUNIOR COLLEGE,,,App,All,16
2246,EUREKA SENIOR HIGH SCHOOL50900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,App,Female,10
2247,EUREKA SENIOR HIGH SCHOOL50900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,App,All,12
2248,EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,App,Male,13
2249,EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,Adm,Female,5
2250,EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,App,Female,12
2251,EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,Adm,All,5
2252,EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,IL,App,All,25
2253,EVEREST PUBLIC HIGH SCHOOL54429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,Adm,Male,3
2254,EVEREST PUBLIC HIGH SCHOOL54429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,App,Male,16
2255,EVEREST PUBLIC HIGH SCHOOL54429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,Adm,All,3
2256,EVEREST PUBLIC HIGH SCHOOL54429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,App,All,19
2257,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Adm,Male,5
2258,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,App,Male,17
2259,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Enr,Female,4
2260,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Adm,Female,7
2261,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,App,Female,26
2262,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Enr,All,5
2263,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Adm,All,12
2264,EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,App,All,44
2265,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Enr,Male,10
2266,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Adm,Male,15
2267,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,App,Male,122
2268,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Enr,Female,10
2269,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Adm,Female,18
2270,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,App,Female,102
2271,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Enr,All,20
2272,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Adm,All,33
2273,EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,App,All,225
2274,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,Enr,Male,13
2275,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,Adm,Male,16
2276,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,App,Male,82
2277,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,Enr,Female,11
2278,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,Adm,Female,20
2279,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,App,Female,94
2280,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,Enr,All,24
2281,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,Adm,All,36
2282,EXPERIMENTAL BEIJING NORML UNV694301,EXPERIMENTAL BEIJING NORML UNV,,,App,All,176
2283,F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,Adm,Male,4
2284,F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,App,Male,15
2285,F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,Adm,Female,7
2286,F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,App,Female,31
2287,F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,Adm,All,11
2288,F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,App,All,46
2289,FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,App,Male,7
2290,FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,App,Female,19
2291,FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,App,All,26
2292,FAIRFIELD HIGH SCHOOL50911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,App,Female,13
2293,FAIRFIELD HIGH SCHOOL50911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,App,All,17
2294,FAIRFIELD LUDLOWE HIGH SCHOOL70187,FAIRFIELD LUDLOWE HIGH SCHOOL,Fairfield,CT,App,All,5
2295,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Adm,Male,6
2296,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,App,Male,22
2297,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Enr,Female,3
2298,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Adm,Female,7
2299,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,App,Female,29
2300,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Enr,All,5
2301,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Adm,All,13
2302,FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,App,All,51
2303,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,Enr,Male,3
2304,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,Adm,Male,3
2305,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,App,Male,18
2306,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,Adm,Female,9
2307,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,App,Female,27
2308,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,Enr,All,5
2309,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,Adm,All,12
2310,FAIRVIEW HIGH SCHOOL60118,FAIRVIEW HIGH SCHOOL,Boulder,CO,App,All,46
2311,FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,App,Female,6
2312,FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,App,All,8
2313,FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,Adm,Male,3
2314,FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,App,Male,11
2315,FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,Adm,All,3
2316,FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,App,All,13
2317,FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,App,Male,6
2318,FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,App,Female,6
2319,FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,App,All,12
2320,FAYETTEVILLE HIGH SCHOOL40770,FAYETTEVILLE HIGH SCHOOL,Fayetteville,AR,App,Male,9
2321,FAYETTEVILLE HIGH SCHOOL40770,FAYETTEVILLE HIGH SCHOOL,Fayetteville,AR,Adm,Female,3
2322,FAYETTEVILLE HIGH SCHOOL40770,FAYETTEVILLE HIGH SCHOOL,Fayetteville,AR,App,Female,5
2323,FAYETTEVILLE HIGH SCHOOL40770,FAYETTEVILLE HIGH SCHOOL,Fayetteville,AR,Adm,All,4
2324,FAYETTEVILLE HIGH SCHOOL40770,FAYETTEVILLE HIGH SCHOOL,Fayetteville,AR,App,All,14
2325,FELICITAS GONZALO MENDEZ HS54381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,App,Female,8
2326,FELICITAS GONZALO MENDEZ HS54381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,Adm,All,4
2327,FELICITAS GONZALO MENDEZ HS54381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,App,All,10
2328,FIRST HIGH SCHOOL OF CHANGSHA694576,FIRST HIGH SCHOOL OF CHANGSHA,,,App,Female,10
2329,FIRST HIGH SCHOOL OF CHANGSHA694576,FIRST HIGH SCHOOL OF CHANGSHA,,,App,All,14
2330,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Enr,Male,5
2331,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Adm,Male,8
2332,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,App,Male,24
2333,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Adm,Female,4
2334,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,App,Female,18
2335,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Enr,All,6
2336,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Adm,All,13
2337,FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,App,All,44
2338,FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Enr,Female,3
2339,FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Adm,Female,7
2340,FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,App,Female,31
2341,FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Enr,All,3
2342,FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Adm,All,7
2343,FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,App,All,31
2344,FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,App,Male,14
2345,FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,Adm,Female,5
2346,FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,App,Female,20
2347,FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,Adm,All,7
2348,FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,App,All,34
2349,FLOWER MOUND HIGH SCHOOL442434,FLOWER MOUND HIGH SCHOOL,Flower Mound,TX,App,Male,11
2350,FLOWER MOUND HIGH SCHOOL442434,FLOWER MOUND HIGH SCHOOL,Flower Mound,TX,App,All,18
2351,FLOYD B BUCHANAN HIGH SCHOOL50618,FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,App,Male,29
2352,FLOYD B BUCHANAN HIGH SCHOOL50618,FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Adm,Female,5
2353,FLOYD B BUCHANAN HIGH SCHOOL50618,FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,App,Female,15
