,Calculation1,School,City,County/State/ Territory,Count,Uad Uc Ethn 6 Cat,Pivot Field Values
5988,SAN LORENZO HIGH SCHOOL53130,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,Enr,All,5
5989,SAN LORENZO HIGH SCHOOL53130,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,Adm,All,6
5990,SAN LORENZO HIGH SCHOOL53130,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,App,All,28
5991,SAN LORENZO VALLEY HIGH SCHOOL50927,SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,App,White,5
5992,SAN LORENZO VALLEY HIGH SCHOOL50927,SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,Enr,All,3
5993,SAN LORENZO VALLEY HIGH SCHOOL50927,SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,Adm,All,4
5994,SAN LORENZO VALLEY HIGH SCHOOL50927,SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,App,All,8
5995,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,Enr,White,5
5996,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,Adm,White,9
5997,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,App,White,34
5998,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,Enr,Asian,3
5999,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,Adm,Asian,4
6000,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,App,Asian,11
6001,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,App,Hispanic/ Latino,8
6002,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,Enr,All,9
6003,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,Adm,All,18
6004,SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,App,All,60
6005,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Enr,White,5
6006,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Adm,White,11
6007,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,White,36
6008,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Enr,Asian,3
6009,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Adm,Asian,5
6010,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,Asian,24
6011,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,Hispanic/ Latino,17
6012,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,African American,5
6013,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Enr,All,10
6014,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Adm,All,19
6015,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,All,87
6016,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,Enr,White,6
6017,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,Adm,White,19
6018,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,App,White,44
6019,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,Adm,Asian,4
6020,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,App,Asian,7
6021,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,Enr,Hispanic/ Latino,3
6022,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,Adm,Hispanic/ Latino,5
6023,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,App,Hispanic/ Latino,34
6024,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,Enr,All,11
6025,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,Adm,All,29
6026,SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,App,All,91
6027,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,Enr,White,3
6028,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,Adm,White,6
6029,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,App,White,27
6030,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,App,Asian,7
6031,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,App,Hispanic/ Latino,5
6032,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,Enr,All,5
6033,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,Adm,All,8
6034,SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,App,All,40
6035,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,App,Domestic Unknown,6
6036,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,App,White,13
6037,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,Enr,Asian,8
6038,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,Adm,Asian,14
6039,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,App,Asian,86
6040,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,Enr,All,10
6041,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,Adm,All,18
6042,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,App,All,112
6043,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,App,Domestic Unknown,12
6044,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,App,White,10
6045,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,Enr,Asian,9
6046,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,Adm,Asian,13
6047,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,App,Asian,45
6048,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,App,Hispanic/ Latino,13
6049,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,Enr,All,11
6050,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,Adm,All,19
6051,SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,App,All,82
6052,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,Adm,White,4
6053,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,App,White,10
6054,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,App,Asian,8
6055,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,App,Hispanic/ Latino,24
6056,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,Adm,All,7
6057,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,App,All,46
6058,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,App,Asian,6
6059,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,Adm,Hispanic/ Latino,3
6060,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,App,Hispanic/ Latino,19
6061,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,App,African American,5
6062,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,Adm,All,5
6063,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,App,All,34
6064,SAN RAFAEL HIGH SCHOOL53222,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,App,White,12
6065,SAN RAFAEL HIGH SCHOOL53222,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,App,Asian,7
6066,SAN RAFAEL HIGH SCHOOL53222,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,App,Hispanic/ Latino,10
6067,SAN RAFAEL HIGH SCHOOL53222,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,Adm,All,3
6068,SAN RAFAEL HIGH SCHOOL53222,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,App,All,31
6069,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,Enr,White,6
6070,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,Adm,White,9
6071,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,App,White,35
6072,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,Adm,Asian,3
6073,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,App,Asian,26
6074,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,App,Hispanic/ Latino,11
6075,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,Enr,All,8
6076,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,Adm,All,14
6077,SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,App,All,78
6078,SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,App,Hispanic/ Latino,19
6079,SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,Adm,All,3
6080,SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,App,All,25
6081,SANGER HIGH SCHOOL53065,SANGER HIGH SCHOOL,Sanger,Fresno,App,Asian,14
6082,SANGER HIGH SCHOOL53065,SANGER HIGH SCHOOL,Sanger,Fresno,App,Hispanic/ Latino,15
6083,SANGER HIGH SCHOOL53065,SANGER HIGH SCHOOL,Sanger,Fresno,Adm,All,4
6084,SANGER HIGH SCHOOL53065,SANGER HIGH SCHOOL,Sanger,Fresno,App,All,30
6085,SANSKRITI SCHOOL671862,SANSKRITI SCHOOL,,,Adm,All,3
6086,SANSKRITI SCHOOL671862,SANSKRITI SCHOOL,,,App,All,11
6087,SANTA ANA HIGH SCHOOL53235,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,App,Hispanic/ Latino,31
6088,SANTA ANA HIGH SCHOOL53235,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,Adm,All,4
6089,SANTA ANA HIGH SCHOOL53235,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,App,All,32
6090,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,Enr,White,3
6091,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,Adm,White,11
6092,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,App,White,42
6093,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,App,Asian,8
6094,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,Enr,Hispanic/ Latino,3
6095,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,Adm,Hispanic/ Latino,10
6096,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,App,Hispanic/ Latino,42
6097,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,Enr,All,8
6098,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,Adm,All,24
6099,SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,App,All,99
6100,SANTA CATALINA SCHOOL52045,SANTA CATALINA SCHOOL,Monterey,Monterey,Adm,All,3
6101,SANTA CATALINA SCHOOL52045,SANTA CATALINA SCHOOL,Monterey,Monterey,App,All,13
6102,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,App,White,8
6103,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,Enr,Asian,4
6104,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,Adm,Asian,5
6105,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,App,Asian,29
6106,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,Adm,Hispanic/ Latino,3
6107,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,App,Hispanic/ Latino,5
6108,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,App,African American,5
6109,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,Enr,All,6
6110,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,Adm,All,8
6111,SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,App,All,47
6112,SANTA CLARITA VALLEY INTL CHARTER50514,SANTA CLARITA VALLEY INTL CHARTER,Castaic,Los Angeles,App,All,5
6113,SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,App,White,21
6114,SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,App,Asian,5
6115,SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,Adm,All,4
6116,SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,App,All,31
6117,SANTA FE CHRISTIAN SCHOOL52741,SANTA FE CHRISTIAN SCHOOL,Solana Beach,San Diego,App,White,8
6118,SANTA FE CHRISTIAN SCHOOL52741,SANTA FE CHRISTIAN SCHOOL,Solana Beach,San Diego,Adm,All,5
6119,SANTA FE CHRISTIAN SCHOOL52741,SANTA FE CHRISTIAN SCHOOL,Solana Beach,San Diego,App,All,14
6120,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,App,Inter- national,7
6121,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,Adm,White,8
6122,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,App,White,48
6123,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,App,Asian,21
6124,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,App,Hispanic/ Latino,15
6125,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,Enr,All,5
6126,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,Adm,All,11
6127,SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,App,All,94
6128,SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,App,Hispanic/ Latino,38
6129,SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,Enr,All,4
6130,SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,All,10
6131,SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,App,All,40
6132,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,App,Domestic Unknown,9
6133,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Enr,White,17
6134,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Adm,White,27
6135,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,App,White,102
6136,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Enr,Asian,8
6137,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Adm,Asian,14
6138,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,App,Asian,42
6139,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Enr,Hispanic/ Latino,3
6140,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Adm,Hispanic/ Latino,6
6141,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,App,Hispanic/ Latino,39
6142,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Adm,African American,4
6143,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,App,African American,17
6144,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Enr,All,30
6145,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Adm,All,53
6146,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,App,All,212
6147,SANTA PAULA HIGH SCHOOL53325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,Enr,All,3
6148,SANTA PAULA HIGH SCHOOL53325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,Adm,All,9
6149,SANTA PAULA HIGH SCHOOL53325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,App,All,24
6150,SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,Adm,White,6
6151,SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,App,White,19
6152,SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,App,Asian,9
6153,SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,App,Hispanic/ Latino,5
6154,SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,Adm,All,8
6155,SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,App,All,35
6156,SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,App,White,6
6157,SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,Adm,Asian,7
6158,SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,App,Asian,17
6159,SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,Enr,All,3
6160,SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,Adm,All,8
6161,SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,App,All,26
6162,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,App,White,10
6163,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,Adm,Asian,3
6164,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,App,Asian,41
6165,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,Adm,Hispanic/ Latino,3
6166,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,App,Hispanic/ Latino,12
6167,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,Enr,All,3
6168,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,Adm,All,7
6169,SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,App,All,68
6170,SANTANA HIGH SCHOOL53342,SANTANA HIGH SCHOOL,Santee,San Diego,App,All,6
6171,SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,App,Hispanic/ Latino,32
6172,SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,Enr,All,3
6173,SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,Adm,All,10
6174,SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,App,All,33
6175,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,Adm,White,3
6176,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,App,White,21
6177,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,Adm,Asian,6
6178,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,App,Asian,35
6179,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,App,Hispanic/ Latino,14
6180,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,App,African American,8
6181,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,Enr,All,4
6182,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,Adm,All,10
6183,SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,App,All,79
6184,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,App,Asian,10
6185,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,Adm,Hispanic/ Latino,3
6186,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,App,Hispanic/ Latino,17
6187,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,Enr,All,3
6188,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,Adm,All,5
6189,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,App,All,28
6190,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,App,Domestic Unknown,9
6191,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,App,White,22
6192,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,Enr,Asian,12
6193,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,Adm,Asian,29
6194,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,App,Asian,132
6195,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,App,Hispanic/ Latino,6
6196,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,Enr,All,13
6197,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,Adm,All,33
6198,SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,App,All,171
6199,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,App,White,5
6200,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,Adm,Asian,3
